Orthogroup	cel_kog_final	dme_costa_final	kog_cel_final	kog_dme_final	kog_sce_final	kog_total_final	sce_costa_final	total_costa_final	Total
OG0000571	1	0	1	0	0	0	0	0	2
OG0000572	1	0	1	0	0	0	0	0	2
OG0000573	1	0	1	0	0	0	0	0	2
OG0000574	1	0	1	0	0	0	0	0	2
OG0000575	1	0	1	0	0	0	0	0	2
OG0000576	1	0	1	0	0	0	0	0	2
OG0000577	1	0	1	0	0	0	0	0	2
OG0000578	1	0	1	0	0	0	0	0	2
OG0000579	1	0	1	0	0	0	0	0	2
OG0000580	1	0	1	0	0	0	0	0	2
OG0000581	1	0	1	0	0	0	0	0	2
OG0000582	1	0	1	0	0	0	0	0	2
OG0000583	1	0	1	0	0	0	0	0	2
OG0000584	1	0	1	0	0	0	0	0	2
OG0000585	1	0	1	0	0	0	0	0	2
OG0000586	1	0	1	0	0	0	0	0	2
OG0000587	1	0	1	0	0	0	0	0	2
OG0000588	1	0	1	0	0	0	0	0	2
OG0000589	1	0	1	0	0	0	0	0	2
OG0000590	1	0	1	0	0	0	0	0	2
OG0000591	1	0	1	0	0	0	0	0	2
OG0000592	1	0	1	0	0	0	0	0	2
OG0000593	1	0	1	0	0	0	0	0	2
OG0000594	1	0	1	0	0	0	0	0	2
OG0000595	1	0	1	0	0	0	0	0	2
OG0000596	1	0	1	0	0	0	0	0	2
OG0000597	1	0	1	0	0	0	0	0	2
OG0000598	1	0	1	0	0	0	0	0	2
OG0000599	1	0	1	0	0	0	0	0	2
OG0000600	1	0	1	0	0	0	0	0	2
OG0000601	1	0	1	0	0	0	0	0	2
OG0000602	1	0	1	0	0	0	0	0	2
OG0000603	1	0	1	0	0	0	0	0	2
OG0000604	1	0	1	0	0	0	0	0	2
OG0000605	1	0	1	0	0	0	0	0	2
OG0000606	1	0	1	0	0	0	0	0	2
OG0000607	1	0	1	0	0	0	0	0	2
OG0000608	1	0	1	0	0	0	0	0	2
OG0000609	1	0	1	0	0	0	0	0	2
OG0000610	1	0	1	0	0	0	0	0	2
OG0000611	1	0	1	0	0	0	0	0	2
OG0000612	1	0	1	0	0	0	0	0	2
OG0000613	1	0	1	0	0	0	0	0	2
OG0000614	1	0	1	0	0	0	0	0	2
OG0000615	1	0	1	0	0	0	0	0	2
OG0000616	1	0	1	0	0	0	0	0	2
OG0000617	1	0	1	0	0	0	0	0	2
OG0000618	1	0	1	0	0	0	0	0	2
OG0000619	1	0	1	0	0	0	0	0	2
OG0000620	1	0	1	0	0	0	0	0	2
OG0000621	1	0	1	0	0	0	0	0	2
OG0000622	1	0	1	0	0	0	0	0	2
OG0000623	1	0	1	0	0	0	0	0	2
OG0000624	1	0	1	0	0	0	0	0	2
OG0000625	1	0	1	0	0	0	0	0	2
OG0000626	0	1	0	1	0	0	0	0	2
OG0000627	0	1	0	0	1	0	0	0	2
OG0000628	0	1	0	1	0	0	0	0	2
OG0000629	0	1	0	1	0	0	0	0	2
OG0000630	0	0	0	1	1	0	0	0	2
OG0000631	0	0	0	1	0	1	0	0	2
OG0000632	0	0	0	1	0	1	0	0	2
OG0000633	0	0	0	2	0	0	0	0	2
OG0000634	0	0	0	1	0	1	0	0	2
OG0000635	0	0	0	1	1	0	0	0	2
OG0000636	0	0	0	1	1	0	0	0	2
OG0000637	0	0	0	2	0	0	0	0	2
OG0000638	0	0	0	1	0	1	0	0	2
OG0000639	0	0	0	1	1	0	0	0	2
OG0000640	0	0	0	1	1	0	0	0	2
OG0000641	0	0	0	2	0	0	0	0	2
OG0000642	0	0	0	2	0	0	0	0	2
OG0000643	0	0	0	2	0	0	0	0	2
OG0000644	0	0	0	2	0	0	0	0	2
OG0000645	0	0	0	2	0	0	0	0	2
OG0000646	0	0	0	2	0	0	0	0	2
OG0000647	0	0	0	1	1	0	0	0	2
OG0000648	0	0	0	0	2	0	0	0	2
OG0000649	0	0	0	0	1	1	0	0	2
OG0000650	0	0	0	0	1	1	0	0	2
OG0000651	0	0	0	0	1	0	1	0	2
OG0000652	0	0	0	0	1	0	1	0	2
OG0000653	0	0	0	0	1	0	1	0	2
OG0000654	0	0	0	0	1	0	1	0	2
OG0000655	0	0	0	0	1	1	0	0	2
OG0000656	0	0	0	0	1	0	1	0	2
OG0000657	0	0	0	0	2	0	0	0	2
OG0000658	0	0	0	0	1	0	1	0	2
OG0000659	0	0	0	0	2	0	0	0	2
OG0000660	0	0	0	0	2	0	0	0	2
OG0000661	0	0	0	0	1	0	1	0	2
OG0000662	0	0	0	0	1	0	1	0	2
OG0000663	0	0	0	0	1	0	1	0	2
OG0000664	0	0	0	0	1	0	1	0	2
OG0000665	0	0	0	0	1	0	1	0	2
OG0000666	0	0	0	0	1	1	0	0	2
OG0000667	0	0	0	0	1	0	1	0	2
OG0000668	0	0	0	0	1	1	0	0	2
OG0000669	0	0	0	0	2	0	0	0	2
OG0000670	0	0	0	0	2	0	0	0	2
OG0000671	0	0	0	0	1	0	1	0	2
OG0000672	0	0	0	0	0	0	1	1	2
